trial_id,sign_name,time_ms,flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,gz
1,sample,0.0,754,620,299,334,253,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,19.0,733,234,341,840,314,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,38.0,460,1034,728,839,697,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,57.0,915,439,795,1240,1244,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,76.0,218,761,236,790,669,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,95.0,223,518,461,835,1124,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,114.0,682,1300,761,1051,782,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,133.0,550,814,453,777,710,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,152.0,824,1163,240,996,1170,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,171.0,734,414,773,1261,596,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,190.0,910,798,1243,1023,1075,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,209.0,965,752,1171,1074,871,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,228.0,217,745,658,1024,437,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,247.0,358,1288,871,1284,275,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,266.0,650,519,1184,580,1004,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,285.0,907,742,1033,422,323,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,304.0,955,775,1069,290,422,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,323.0,1249,832,974,1018,822,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
1,sample,342.0,1160,657,215,1108,279,-0.0248,0.0248,-0.0279,-0.316,-0.595,0.036
